week_start,region_x,sub_region_x,country_name_x,city_name,completed_trips,completed_cash_trips,surged_trips,requests,sessions,driver_cancellations,rider_cancellations,unfulfilled_trips
2019/02/04,EMEA - NEE,CEE,Poland,Poznan,11456,941,897,12272,22130,267,545,5
2018/11/26,EMEA - NEE,CEE,Czech Republic,Prague,17239,4401,5203,19965,92,730,1988,8
2019/03/18,EMEA - NEE,CEE,Czech Republic,Prague,19514,4827,2944,22212,36719,655,2009,36
2019/01/21,EMEA - NEE,CEE,Czech Republic,Prague,15908,4271,1719,17897,30724,558,1427,5
2019/01/07,EMEA - NEE,CEE,Czech Republic,Prague,15295,4177,2684,17626,29232,574,1714,43
2019/03/04,EMEA - NEE,CEE,Czech Republic,Prague,19395,5017,2570,22012,36873,655,1914,48
2019/04/01,EMEA - NEE,CEE,Czech Republic,Prague,19030,5008,3141,21897,36481,683,2175,10
2019/02/04,EMEA - NEE,CEE,Czech Republic,Prague,17552,4488,2337,20177,32767,598,1951,75
2018/11/12,EMEA - NEE,CEE,Czech Republic,Prague,16822,4459,4869,19775,31768,719,2186,49
2018/11/19,EMEA - NEE,CEE,Czech Republic,Prague,17107,4370,5073,20105,34327,752,2236,10
2018/11/05,EMEA - NEE,CEE,Czech Republic,Prague,16347,4352,4024,19244,30548,622,2203,73
2018/12/10,EMEA - NEE,CEE,Czech Republic,Prague,20690,5355,11015,24552,43427,990,2813,59
2018/12/17,EMEA - NEE,CEE,Czech Republic,Prague,18343,5071,9521,21856,38259,890,2566,57
2019/02/11,EMEA - NEE,CEE,Czech Republic,Prague,17802,4712,2081,19956,32730,629,1519,6
2019/03/11,EMEA - NEE,CEE,Czech Republic,Prague,19724,5261,3325,22597,36582,708,2114,52
2019/04/08,EMEA - NEE,CEE,Czech Republic,Prague,21164,5525,5203,25006,41091,838,2936,68
2019/01/14,EMEA - NEE,CEE,Czech Republic,Prague,15137,4059,2123,17062,29381,553,1369,4
2019/01/28,EMEA - NEE,CEE,Czech Republic,Prague,16091,4314,1775,18355,30850,549,1670,45
2019/03/25,EMEA - NEE,CEE,Czech Republic,Prague,19432,5072,2794,22160,34818,638,2045,46
2018/12/03,EMEA - NEE,CEE,Czech Republic,Prague,18033,4518,6580,20747,30122,745,1957,12
2019/04/15,EMEA - NEE,CEE,Czech Republic,Prague,20438,5344,5886,23963,19879,797,2710,18
2019/02/25,EMEA - NEE,CEE,Czech Republic,Prague,18017,4767,1445,20265,34099,619,1611,18
2019/04/22,EMEA - NEE,CEE,Czech Republic,Prague,19612,5598,7065,24293,0,822,3701,158
2019/02/18,EMEA - NEE,CEE,Czech Republic,Prague,18537,4713,2272,21043,34014,674,1800,33
2018/12/24,EMEA - NEE,CEE,Czech Republic,Prague,16142,4675,6299,18924,35030,713,1967,103
2018/12/31,EMEA - NEE,CEE,Czech Republic,Prague,18627,5296,8788,21909,38090,853,2306,124
2019/04/22,EMEA - MEA,MENA,Saudi Arabia,Qassim,12747,15830,359,16548,0,337,3440,24
2019/04/15,EMEA - MEA,MENA,Saudi Arabia,Qassim,12442,15368,149,16099,11102,331,3311,15
2018/11/26,EMEA - MEA,Middle East,Saudi Arabia,Qassim,13685,17517,711,18399,118,469,4200,45
2019/03/18,EMEA - MEA,Middle East,Saudi Arabia,Qassim,12504,15321,57,16097,20777,312,3265,15
2019/01/21,EMEA - MEA,Middle East,Saudi Arabia,Qassim,11499,13734,106,14463,19406,308,2638,18
2018/11/12,EMEA - MEA,Middle East,Saudi Arabia,Qassim,11940,15047,341,15812,21047,366,3473,34
2018/11/19,EMEA - MEA,Middle East,Saudi Arabia,Qassim,11151,13634,147,14403,19772,329,2903,19
2018/11/05,EMEA - MEA,Middle East,Saudi Arabia,Qassim,13487,17533,1158,18389,22649,414,4436,52
2019/03/04,EMEA - MEA,Middle East,Saudi Arabia,Qassim,14289,18028,358,18864,23126,386,4159,31
2019/01/07,EMEA - MEA,Middle East,Saudi Arabia,Qassim,11851,14372,245,15078,19846,344,2859,25
2019/04/01,EMEA - MEA,Middle East,Saudi Arabia,Qassim,14672,18887,370,19697,23298,396,4601,28
2018/12/10,EMEA - MEA,Middle East,Saudi Arabia,Qassim,11291,13592,143,14352,19183,345,2706,11
2019/02/04,EMEA - MEA,Middle East,Saudi Arabia,Qassim,13058,16215,235,17047,21481,354,3603,32
2019/03/11,EMEA - MEA,Middle East,Saudi Arabia,Qassim,13582,16944,149,17759,21848,365,3785,28
2018/12/03,EMEA - MEA,Middle East,Saudi Arabia,Qassim,12348,15127,235,15911,17287,390,3142,31
2019/01/28,EMEA - MEA,Middle East,Saudi Arabia,Qassim,13633,16945,342,17841,21873,402,3769,37
2019/04/08,EMEA - MEA,Middle East,Saudi Arabia,Qassim,13893,17773,326,18552,21971,401,4230,29
2019/01/14,EMEA - MEA,Middle East,Saudi Arabia,Qassim,11060,13125,70,13847,18498,298,2470,19
2019/02/11,EMEA - MEA,Middle East,Saudi Arabia,Qassim,12461,16022,389,16798,21235,382,3916,40
2018/12/17,EMEA - MEA,Middle East,Saudi Arabia,Qassim,10477,12227,63,12927,17877,286,2155,10
2019/03/25,EMEA - MEA,Middle East,Saudi Arabia,Qassim,14854,18984,501,19851,23664,387,4584,26
2018/12/24,EMEA - MEA,Middle East,Saudi Arabia,Qassim,13093,16099,697,16938,22030,429,3384,32
2018/12/31,EMEA - MEA,Middle East,Saudi Arabia,Qassim,12436,15528,561,16310,21615,429,3403,42
2019/02/25,EMEA - MEA,Middle East,Saudi Arabia,Qassim,14530,18544,528,19383,23974,441,4371,41
2019/02/18,EMEA - MEA,Middle East,Saudi Arabia,Qassim,11421,14030,29,14699,17988,301,2962,15
2018/12/31,EMEA - WSE,Southwest Europe,Italy,Reggio Emilia,0,0,0,0,81,0,0,0
2019/02/25,EMEA - WSE,Southwest Europe,Italy,Reggio Emilia,0,0,0,0,80,0,0,0
2018/11/26,EMEA - WSE,Southwest Europe,Italy,Reggio Emilia,0,0,0,0,0,0,0,0
2019/01/21,EMEA - WSE,Southwest Europe,Italy,Reggio Emilia,0,0,0,0,76,0,0,0
2019/01/14,EMEA - WSE,Southwest Europe,Italy,Reggio Emilia,0,0,0,0,77,0,0,0
2019/03/11,EMEA - WSE,Southwest Europe,Italy,Reggio Emilia,0,0,0,0,89,0,0,0
2019/04/22,EMEA - WSE,Southwest Europe,Italy,Reggio Emilia,0,0,0,0,0,0,0,0
2019/03/18,EMEA - WSE,Southwest Europe,Italy,Reggio Emilia,0,0,0,0,73,0,0,0
2019/03/25,EMEA - WSE,Southwest Europe,Italy,Reggio Emilia,0,0,0,0,86,0,0,0
2019/01/07,EMEA - WSE,Southwest Europe,Italy,Reggio Emilia,0,0,0,0,81,0,0,0
2019/03/04,EMEA - WSE,Southwest Europe,Italy,Reggio Emilia,0,0,0,0,81,0,0,0
2018/12/03,EMEA - WSE,Southwest Europe,Italy,Reggio Emilia,0,0,0,0,73,0,0,0
2018/11/12,EMEA - WSE,Southwest Europe,Italy,Reggio Emilia,0,0,0,0,72,0,0,0
2019/01/28,EMEA - WSE,Southwest Europe,Italy,Reggio Emilia,0,0,0,0,72,0,0,0
2018/11/19,EMEA - WSE,Southwest Europe,Italy,Reggio Emilia,0,0,0,0,86,0,0,0
2018/11/05,EMEA - WSE,Southwest Europe,Italy,Reggio Emilia,0,0,0,0,79,0,0,0
2018/12/10,EMEA - WSE,Southwest Europe,Italy,Reggio Emilia,0,0,0,0,71,0,0,0
2019/04/01,EMEA - WSE,Southwest Europe,Italy,Reggio Emilia,0,0,0,0,85,0,0,0
2019/02/04,EMEA - WSE,Southwest Europe,Italy,Reggio Emilia,0,0,0,0,72,0,0,0
2018/12/24,EMEA - WSE,Southwest Europe,Italy,Reggio Emilia,0,0,0,0,86,0,0,0
2019/02/18,EMEA - WSE,Southwest Europe,Italy,Reggio Emilia,0,0,0,0,79,0,0,0
2019/04/15,EMEA - WSE,Southwest Europe,Italy,Reggio Emilia,0,0,0,0,53,0,0,0
2018/12/17,EMEA - WSE,Southwest Europe,Italy,Reggio Emilia,0,0,0,0,85,0,0,0
2019/02/11,EMEA - WSE,Southwest Europe,Italy,Reggio Emilia,0,0,0,0,76,0,0,0
2019/04/08,EMEA - WSE,Southwest Europe,Italy,Reggio Emilia,0,0,0,0,103,0,0,0
2019/01/07,EMEA - WSE,France & Switzerland & Austria,France,Reims,54,0,1,61,476,2,6,0
2019/03/11,EMEA - WSE,France & Switzerland & Austria,France,Reims,59,0,0,67,642,1,7,0
2019/03/04,EMEA - WSE,France & Switzerland & Austria,France,Reims,47,0,0,60,650,4,9,0
2019/01/21,EMEA - WSE,France & Switzerland & Austria,France,Reims,58,0,2,70,647,2,10,0
2019/04/22,EMEA - WSE,France & Switzerland & Austria,France,Reims,183,0,4,220,0,7,29,0
2018/12/24,EMEA - WSE,France & Switzerland & Austria,France,Reims,37,0,0,47,591,2,8,0
2019/04/15,EMEA - WSE,France & Switzerland & Austria,France,Reims,122,0,0,141,334,3,16,0
2019/02/18,EMEA - WSE,France & Switzerland & Austria,France,Reims,38,0,0,44,453,1,6,0
2019/01/14,EMEA - WSE,France & Switzerland & Austria,France,Reims,58,0,2,67,551,1,8,0
2018/11/26,EMEA - WSE,France & Switzerland & Austria,France,Reims,54,0,1,69,1,2,13,0
2018/12/31,EMEA - WSE,France & Switzerland & Austria,France,Reims,16,0,0,19,506,1,3,0
2019/02/25,EMEA - WSE,France & Switzerland & Austria,France,Reims,41,0,0,49,553,2,7,0
2019/03/18,EMEA - WSE,France & Switzerland & Austria,France,Reims,50,0,0,60,599,3,7,0
2018/11/05,EMEA - WSE,France & Switzerland & Austria,France,Reims,38,0,0,45,485,1,6,0
2018/11/12,EMEA - WSE,France & Switzerland & Austria,France,Reims,50,0,1,60,530,1,8,0
2018/11/19,EMEA - WSE,France & Switzerland & Austria,France,Reims,52,0,1,62,568,1,9,0
2019/03/25,EMEA - WSE,France & Switzerland & Austria,France,Reims,97,0,0,112,665,4,11,0
2019/01/28,EMEA - WSE,France & Switzerland & Austria,France,Reims,40,0,0,47,594,1,6,0
2018/12/03,EMEA - WSE,France & Switzerland & Austria,France,Reims,45,0,0,57,527,2,11,0
2019/04/08,EMEA - WSE,France & Switzerland & Austria,France,Reims,111,0,0,129,736,3,15,0
2018/12/17,EMEA - WSE,France & Switzerland & Austria,France,Reims,41,0,1,49,555,1,6,0
2019/02/11,EMEA - WSE,France & Switzerland & Austria,France,Reims,42,0,0,50,521,1,7,0
2018/12/10,EMEA - WSE,France & Switzerland & Austria,France,Reims,36,0,1,45,559,2,7,0
2019/02/04,EMEA - WSE,France & Switzerland & Austria,France,Reims,46,0,0,54,541,1,7,0
2019/04/01,EMEA - WSE,France & Switzerland & Austria,France,Reims,107,0,0,126,793,3,16,0
2019/02/11,EMEA - WSE,France & Switzerland & Austria,France,Rennes,216,0,19,266,1883,11,38,2
2018/12/17,EMEA - WSE,France & Switzerland & Austria,France,Rennes,153,0,40,197,2025,8,34,1
2019/04/08,EMEA - WSE,France & Switzerland & Austria,France,Rennes,225,0,17,273,1972,12,35,1
2019/01/28,EMEA - WSE,France & Switzerland & Austria,France,Rennes,238,0,92,508,2102,13,98,160
2018/11/19,EMEA - WSE,France & Switzerland & Austria,France,Rennes,159,0,49,196,1824,9,28,1
2018/12/31,EMEA - WSE,France & Switzerland & Austria,France,Rennes,169,0,60,205,2081,7,28,1
2019/02/25,EMEA - WSE,France & Switzerland & Austria,France,Rennes,216,0,23,266,1953,12,37,2
2019/04/22,EMEA - WSE,France & Switzerland & Austria,France,Rennes,253,0,43,323,0,17,51,2
2019/03/25,EMEA - WSE,France & Switzerland & Austria,France,Rennes,249,0,22,302,1980,13,39,1
2018/12/03,EMEA - WSE,France & Switzerland & Austria,France,Rennes,233,0,128,294,1946,15,46,1
2019/04/01,EMEA - WSE,France & Switzerland & Austria,France,Rennes,255,0,32,670,2284,15,170,231
2019/02/04,EMEA - WSE,France & Switzerland & Austria,France,Rennes,228,0,34,279,2091,10,40,2
2019/01/07,EMEA - WSE,France & Switzerland & Austria,France,Rennes,200,0,53,237,1686,6,31,1
2019/03/04,EMEA - WSE,France & Switzerland & Austria,France,Rennes,257,0,60,320,2228,20,42,1
2019/02/18,EMEA - WSE,France & Switzerland & Austria,France,Rennes,179,0,13,217,1565,11,27,1
2019/04/15,EMEA - WSE,France & Switzerland & Austria,France,Rennes,199,0,15,248,872,12,37,1
2018/12/10,EMEA - WSE,France & Switzerland & Austria,France,Rennes,171,0,58,208,1903,9,28,1
2018/12/24,EMEA - WSE,France & Switzerland & Austria,France,Rennes,140,0,35,167,2313,7,19,1
2019/03/11,EMEA - WSE,France & Switzerland & Austria,France,Rennes,214,0,20,270,2029,14,41,1
2019/01/14,EMEA - WSE,France & Switzerland & Austria,France,Rennes,218,0,62,261,1910,10,32,1
2018/11/26,EMEA - WSE,France & Switzerland & Austria,France,Rennes,202,0,70,248,4,9,35,2
2019/01/21,EMEA - WSE,France & Switzerland & Austria,France,Rennes,204,0,61,246,1904,11,30,2
2019/03/18,EMEA - WSE,France & Switzerland & Austria,France,Rennes,218,0,16,268,1990,12,35,2
2018/11/12,EMEA - WSE,France & Switzerland & Austria,France,Rennes,185,0,60,226,1803,11,30,1
2018/11/05,EMEA - WSE,France & Switzerland & Austria,France,Rennes,168,0,38,201,1793,7,25,1
2018/12/03,EMEA - WSE,Southwest Europe,Italy,Rimini,0,0,0,0,89,0,0,0
2019/03/25,EMEA - WSE,Southwest Europe,Italy,Rimini,0,0,0,0,110,0,0,0
2019/01/28,EMEA - WSE,Southwest Europe,Italy,Rimini,0,0,0,0,116,0,0,0
2018/11/19,EMEA - WSE,Southwest Europe,Italy,Rimini,0,0,0,0,100,0,0,0
2019/03/11,EMEA - WSE,Southwest Europe,Italy,Rimini,0,0,0,0,132,0,0,0
2018/11/05,EMEA - WSE,Southwest Europe,Italy,Rimini,0,0,0,0,131,0,0,0
2018/11/26,EMEA - WSE,Southwest Europe,Italy,Rimini,0,0,0,0,1,0,0,0
2018/11/12,EMEA - WSE,Southwest Europe,Italy,Rimini,0,0,0,0,103,0,0,0
2019/01/14,EMEA - WSE,Southwest Europe,Italy,Rimini,0,0,0,0,224,0,0,0
2018/12/17,EMEA - WSE,Southwest Europe,Italy,Rimini,0,0,0,0,100,0,0,0
2019/04/08,EMEA - WSE,Southwest Europe,Italy,Rimini,0,0,0,0,167,0,0,0
2019/04/01,EMEA - WSE,Southwest Europe,Italy,Rimini,0,0,0,0,161,0,0,0
2019/02/11,EMEA - WSE,Southwest Europe,Italy,Rimini,0,0,0,0,130,0,0,0
2018/12/24,EMEA - WSE,Southwest Europe,Italy,Rimini,0,0,0,0,135,0,0,0
2019/02/18,EMEA - WSE,Southwest Europe,Italy,Rimini,0,0,0,0,110,0,0,0
2019/01/21,EMEA - WSE,Southwest Europe,Italy,Rimini,0,0,0,0,195,0,0,0
2019/04/15,EMEA - WSE,Southwest Europe,Italy,Rimini,0,0,0,0,76,0,0,0
2019/03/18,EMEA - WSE,Southwest Europe,Italy,Rimini,0,0,0,0,134,0,0,0
2018/12/10,EMEA - WSE,Southwest Europe,Italy,Rimini,0,0,0,0,100,0,0,0
2019/02/04,EMEA - WSE,Southwest Europe,Italy,Rimini,0,0,0,0,97,0,0,0
2019/04/22,EMEA - WSE,Southwest Europe,Italy,Rimini,0,0,0,0,0,0,0,0
2019/02/25,EMEA - WSE,Southwest Europe,Italy,Rimini,0,0,0,0,109,0,0,0
2019/03/04,EMEA - WSE,Southwest Europe,Italy,Rimini,0,0,0,0,116,0,0,0
2018/12/31,EMEA - WSE,Southwest Europe,Italy,Rimini,0,0,0,0,154,0,0,0
2019/01/07,EMEA - WSE,Southwest Europe,Italy,Rimini,0,0,0,0,100,0,0,0
2019/04/15,EMEA - MEA,MENA,Saudi Arabia,Riyadh,120599,127360,15783,158253,120587,4593,32970,91
2019/04/22,EMEA - MEA,MENA,Saudi Arabia,Riyadh,119676,128884,15624,159531,0,4626,35102,128
2019/03/18,EMEA - MEA,Middle East,Saudi Arabia,Riyadh,121969,132526,22403,164460,217194,4673,37691,127
2019/01/21,EMEA - MEA,Middle East,Saudi Arabia,Riyadh,114586,120180,15020,150120,204410,4143,31274,119
2019/01/14,EMEA - MEA,Middle East,Saudi Arabia,Riyadh,113623,118474,14075,148024,200346,4135,30131,135
2018/12/31,EMEA - MEA,Middle East,Saudi Arabia,Riyadh,110438,126535,27133,150853,209297,4985,35319,110
2018/11/12,EMEA - MEA,Middle East,Saudi Arabia,Riyadh,127177,135485,27117,167516,240370,4992,35232,115
2019/02/25,EMEA - MEA,Middle East,Saudi Arabia,Riyadh,127542,147229,40968,179694,242453,5408,46492,252
2019/03/11,EMEA - MEA,Middle East,Saudi Arabia,Riyadh,123046,138198,33603,170549,223752,5138,42120,246
2018/11/26,EMEA - MEA,Middle East,Saudi Arabia,Riyadh,128412,143344,40932,176049,1305,5541,41902,195
2019/01/28,EMEA - MEA,Middle East,Saudi Arabia,Riyadh,127464,142983,39768,176696,231716,5115,43908,209
2019/03/25,EMEA - MEA,Middle East,Saudi Arabia,Riyadh,129629,152966,51320,187329,240388,5821,51581,300
2018/12/03,EMEA - MEA,Middle East,Saudi Arabia,Riyadh,124425,132774,25197,164355,189869,5030,34768,132
2019/01/07,EMEA - MEA,Middle East,Saudi Arabia,Riyadh,115401,124535,17541,152951,208203,4678,32744,128
2019/03/04,EMEA - MEA,Middle East,Saudi Arabia,Riyadh,126012,144260,41026,177007,234769,5316,45405,274
2018/11/19,EMEA - MEA,Middle East,Saudi Arabia,Riyadh,121469,125676,11649,155675,224476,4560,29588,59
2018/11/05,EMEA - MEA,Middle East,Saudi Arabia,Riyadh,128263,144389,45367,177468,246127,4968,44012,225
2019/02/04,EMEA - MEA,Middle East,Saudi Arabia,Riyadh,123513,136554,31882,168975,226035,4851,40412,199
2018/12/10,EMEA - MEA,Middle East,Saudi Arabia,Riyadh,116714,121019,13919,152624,217839,4677,31133,100
2019/04/01,EMEA - MEA,Middle East,Saudi Arabia,Riyadh,129455,151977,43609,185582,243805,5687,50115,326
2019/02/18,EMEA - MEA,Middle East,Saudi Arabia,Riyadh,114323,119906,11697,149251,201715,4257,30537,134
2018/12/24,EMEA - MEA,Middle East,Saudi Arabia,Riyadh,116795,129860,25453,156472,217556,5031,34581,65
2019/04/08,EMEA - MEA,Middle East,Saudi Arabia,Riyadh,127733,145982,37438,179476,231423,5812,45612,318
2018/12/17,EMEA - MEA,Middle East,Saudi Arabia,Riyadh,110036,110849,5940,139190,196988,4003,25121,30
2019/02/11,EMEA - MEA,Middle East,Saudi Arabia,Riyadh,121349,134419,29702,166478,221871,4919,39973,237
2019/01/14,EMEA - WSE,Southwest Europe,Italy,Rome,2891,0,19,3211,10209,92,227,1
2019/03/11,EMEA - WSE,Southwest Europe,Italy,Rome,4138,0,157,4689,13458,156,392,3
2018/11/12,EMEA - WSE,Southwest Europe,Italy,Rome,3476,0,97,3944,11729,140,327,2
2018/11/05,EMEA - WSE,Southwest Europe,Italy,Rome,3594,0,176,4143,11849,150,395,4
2019/02/25,EMEA - WSE,Southwest Europe,Italy,Rome,3098,0,19,3443,11150,106,238,1
2019/01/28,EMEA - WSE,Southwest Europe,Italy,Rome,2983,0,63,3374,10492,107,281,3
2019/01/07,EMEA - WSE,Southwest Europe,Italy,Rome,2756,0,8,3083,9811,96,230,1
2019/04/22,EMEA - WSE,Southwest Europe,Italy,Rome,4881,0,170,5496,0,191,422,3
2018/11/19,EMEA - WSE,Southwest Europe,Italy,Rome,4337,0,429,4978,14437,174,465,3
2019/04/01,EMEA - WSE,Southwest Europe,Italy,Rome,4804,0,309,5610,16205,221,579,6
2018/12/03,EMEA - WSE,Southwest Europe,Italy,Rome,2777,0,47,3153,8634,101,273,1
2019/03/25,EMEA - WSE,Southwest Europe,Italy,Rome,4292,0,109,4829,13501,157,379,1
2018/12/31,EMEA - WSE,Southwest Europe,Italy,Rome,4414,0,979,5134,15829,202,504,14
2019/02/04,EMEA - WSE,Southwest Europe,Italy,Rome,2879,0,43,3228,10287,100,247,2
2018/12/10,EMEA - WSE,Southwest Europe,Italy,Rome,3171,0,106,3618,10728,124,322,2
2019/03/18,EMEA - WSE,Southwest Europe,Italy,Rome,4059,0,95,4574,13480,147,366,2
2019/03/04,EMEA - WSE,Southwest Europe,Italy,Rome,3875,0,43,4320,13298,131,313,1
2019/01/21,EMEA - WSE,Southwest Europe,Italy,Rome,2900,0,28,3253,10249,97,256,0
2018/11/26,EMEA - WSE,Southwest Europe,Italy,Rome,3059,0,106,3563,48,126,374,5
2019/02/11,EMEA - WSE,Southwest Europe,Italy,Rome,3539,0,75,4003,12195,123,339,3
2019/04/08,EMEA - WSE,Southwest Europe,Italy,Rome,5202,0,558,6152,17548,242,703,6
2019/04/15,EMEA - WSE,Southwest Europe,Italy,Rome,4913,0,235,5645,8004,224,504,4
2019/02/18,EMEA - WSE,Southwest Europe,Italy,Rome,3407,0,144,3870,11783,133,328,3
2018/12/17,EMEA - WSE,Southwest Europe,Italy,Rome,2629,0,419,3420,10938,155,624,12
2018/12/24,EMEA - WSE,Southwest Europe,Italy,Rome,3935,0,475,4482,14616,143,401,4
2018/12/31,EMEA - NEE,Benelux,Netherlands,Rotterdam,18350,303,6418,21424,70148,598,2217,52
2019/02/25,EMEA - NEE,Benelux,Netherlands,Rotterdam,18045,250,2960,20950,67535,601,2192,23
2019/01/21,EMEA - NEE,Benelux,Netherlands,Rotterdam,19475,295,3647,24217,75123,690,3783,54
2019/01/14,EMEA - NEE,Benelux,Netherlands,Rotterdam,17951,208,3050,20533,64725,438,2068,15
2019/04/22,EMEA - NEE,Benelux,Netherlands,Rotterdam,18852,238,4888,24019,0,991,3778,80
2019/03/18,EMEA - NEE,Benelux,Netherlands,Rotterdam,18358,286,3619,21915,66057,547,2862,30
2019/03/11,EMEA - NEE,Benelux,Netherlands,Rotterdam,19970,235,5168,23588,67671,629,2818,34
2018/11/26,EMEA - NEE,Benelux,Netherlands,Rotterdam,17600,127,4083,21458,183,584,3080,39
2018/12/03,EMEA - NEE,Benelux,Netherlands,Rotterdam,18443,148,5230,21808,58783,548,2658,32
2019/03/04,EMEA - NEE,Benelux,Netherlands,Rotterdam,20116,277,4874,23429,71217,628,2543,29
2019/03/25,EMEA - NEE,Benelux,Netherlands,Rotterdam,19594,236,4987,24008,66208,728,3528,32
2019/01/28,EMEA - NEE,Benelux,Netherlands,Rotterdam,19613,297,1782,23799,70089,691,3292,41
2019/01/07,EMEA - NEE,Benelux,Netherlands,Rotterdam,16568,178,2029,18523,56348,444,1462,10
2018/11/12,EMEA - NEE,Benelux,Netherlands,Rotterdam,16524,98,3683,20595,62753,573,3256,48
2018/11/19,EMEA - NEE,Benelux,Netherlands,Rotterdam,16596,124,3400,20396,64793,617,2982,40
2018/11/05,EMEA - NEE,Benelux,Netherlands,Rotterdam,3275,18,736,4004,12195,106,588,36
2019/04/01,EMEA - NEE,Benelux,Netherlands,Rotterdam,3716,42,751,4567,13732,138,668,45
2019/02/04,EMEA - NEE,Benelux,Netherlands,Rotterdam,3927,44,522,4851,14068,128,751,45
2019/02/18,EMEA - NEE,Benelux,Netherlands,Rotterdam,3594,50,832,4124,12187,109,397,24
2018/12/10,EMEA - NEE,Benelux,Netherlands,Rotterdam,3867,29,1301,4604,14325,128,570,39
2018/12/24,EMEA - NEE,Benelux,Netherlands,Rotterdam,3675,54,721,4199,14849,103,393,29
2019/04/15,EMEA - NEE,Benelux,Netherlands,Rotterdam,3724,31,650,4609,5806,157,686,41
2018/12/17,EMEA - NEE,Benelux,Netherlands,Rotterdam,3947,44,1288,4673,13744,130,570,26
2019/02/11,EMEA - NEE,Benelux,Netherlands,Rotterdam,3444,37,298,4196,12064,115,599,38
2019/04/08,EMEA - NEE,Benelux,Netherlands,Rotterdam,3971,43,692,4931,14588,157,755,49
2019/03/04,EMEA - WSE,France & Switzerland & Austria,France,Rouen,113,0,0,135,1949,5,18,0
2019/02/18,EMEA - WSE,France & Switzerland & Austria,France,Rouen,86,0,0,107,1509,4,17,0
2018/12/24,EMEA - WSE,France & Switzerland & Austria,France,Rouen,56,0,1,70,2232,4,11,0
2019/04/15,EMEA - WSE,France & Switzerland & Austria,France,Rouen,164,0,1,191,854,7,19,1
2019/03/11,EMEA - WSE,France & Switzerland & Austria,France,Rouen,113,0,1,136,1777,6,17,0
2019/01/07,EMEA - WSE,France & Switzerland & Austria,France,Rouen,78,0,4,94,1490,4,13,0
2019/01/14,EMEA - WSE,France & Switzerland & Austria,France,Rouen,105,0,4,125,1575,4,15,0
2019/03/18,EMEA - WSE,France & Switzerland & Austria,France,Rouen,107,0,0,130,1836,6,17,1
2018/11/26,EMEA - WSE,France & Switzerland & Austria,France,Rouen,76,0,4,92,3,4,13,0
2019/01/21,EMEA - WSE,France & Switzerland & Austria,France,Rouen,89,0,2,107,1570,4,14,0
2019/04/22,EMEA - WSE,France & Switzerland & Austria,France,Rouen,221,0,2,258,0,7,30,1
2018/12/31,EMEA - WSE,France & Switzerland & Austria,France,Rouen,89,0,2,117,1972,6,22,0
2019/02/25,EMEA - WSE,France & Switzerland & Austria,France,Rouen,125,0,2,153,1945,7,21,0
2018/11/05,EMEA - WSE,France & Switzerland & Austria,France,Rouen,59,0,1,77,1432,3,15,0
2018/11/12,EMEA - WSE,France & Switzerland & Austria,France,Rouen,65,0,4,79,1531,3,11,0
2018/12/03,EMEA - WSE,France & Switzerland & Austria,France,Rouen,76,0,3,98,1287,6,16,0
2019/01/28,EMEA - WSE,France & Switzerland & Austria,France,Rouen,115,0,1,137,1728,5,17,0
2018/11/19,EMEA - WSE,France & Switzerland & Austria,France,Rouen,71,0,2,88,1533,3,13,0
2019/03/25,EMEA - WSE,France & Switzerland & Austria,France,Rouen,128,0,0,150,1781,4,18,0
2019/02/11,EMEA - WSE,France & Switzerland & Austria,France,Rouen,97,0,1,116,1682,3,15,0
2019/04/08,EMEA - WSE,France & Switzerland & Austria,France,Rouen,132,0,1,157,1931,7,19,0
2018/12/17,EMEA - WSE,France & Switzerland & Austria,France,Rouen,68,0,2,88,1596,6,14,0
2019/02/04,EMEA - WSE,France & Switzerland & Austria,France,Rouen,111,0,0,132,1771,4,17,0
2018/12/10,EMEA - WSE,France & Switzerland & Austria,France,Rouen,65,0,2,81,1505,3,14,0
2019/04/01,EMEA - WSE,France & Switzerland & Austria,France,Rouen,118,0,0,147,2013,6,22,0
2019/04/08,EMEA - WSE,France & Switzerland & Austria,France,Saint Quentin,0,0,0,0,197,0,0,0
2019/04/22,EMEA - WSE,France & Switzerland & Austria,France,Saint Quentin,0,0,0,0,0,0,0,0
2019/04/15,EMEA - WSE,France & Switzerland & Austria,France,Saint Quentin,0,0,0,0,84,0,0,0
2019/03/25,EMEA - WSE,Southwest Europe,Spain,Segovia,0,0,0,0,110,0,0,0
2019/04/22,EMEA - WSE,Southwest Europe,Spain,Segovia,0,0,0,0,0,0,0,0
2019/04/01,EMEA - WSE,Southwest Europe,Spain,Segovia,0,0,0,0,105,0,0,0
2019/03/18,EMEA - WSE,Southwest Europe,Spain,Segovia,0,0,0,0,120,0,0,0
2019/04/08,EMEA - WSE,Southwest Europe,Spain,Segovia,0,0,0,0,100,0,0,0
2019/04/15,EMEA - WSE,Southwest Europe,Spain,Segovia,0,0,0,0,60,0,0,0
2019/02/11,EMEA - MEA,SSA,Ghana,Sekondi-Takoradi,0,0,0,0,308,0,0,0
2018/12/17,EMEA - MEA,SSA,Ghana,Sekondi-Takoradi,0,0,0,0,384,0,0,0
2019/04/08,EMEA - MEA,SSA,Ghana,Sekondi-Takoradi,0,0,0,0,300,0,0,0
